Latitude,Longitude,crime_density_norm,hotspot_zone,zone_risk_rank
41.644589713,-87.939732936,0.0,0,1
41.644589713,-87.93806545183132,0.0059317101450497,0,1
41.644589713,-87.93639796766264,0.0118313783484988,0,1
41.644589713,-87.93473048349398,0.0176989249959036,0,1
41.644589713,-87.9330629993253,0.02353427086558,0,1
41.644589713,-87.93139551515662,0.0293373371382867,0,1
41.644589713,-87.92972803098795,0.035108045379788,0,1
41.644589713,-87.92806054681928,0.0408463175551059,0,1
41.644589713,-87.9263930626506,0.0465520760326193,0,1
41.644589713,-87.92472557848193,0.052225243573073,0,1
41.644589713,-87.92305809431325,0.0578657433523639,0,1
41.644589713,-87.92139061014457,0.0634734989350916,0,1
41.644589713,-87.9197231259759,0.0690484343050042,0,1
41.644589713,-87.91805564180723,0.0745904738443099,0,1
41.644589713,-87.91638815763855,0.0800995423471439,0,1
41.644589713,-87.91472067346987,0.0855755650221754,0,1
41.644589713,-87.91305318930121,0.0910184674844885,0,1
41.644589713,-87.91138570513253,0.0964281757665121,0,1
41.644589713,-87.90971822096385,0.1018046163188096,0,1
41.644589713,-87.90805073679518,0.10714771600696,0,1
41.644589713,-87.9063832526265,0.1124574021117077,0,1
41.644589713,-87.90471576845783,0.1177336023452445,0,1
41.644589713,-87.90304828428916,0.1229762448349968,0,1
41.644589713,-87.90138080012048,0.1281852581275493,0,1
41.644589713,-87.8997133159518,0.1333605712096033,0,1
41.644589713,-87.89804583178314,0.1385021134818195,0,1
41.644589713,-87.89637834761446,0.1436098147826958,0,1
41.644589713,-87.89471086344578,0.1486836053750475,0,1
41.644589713,-87.8930433792771,0.1537234159590848,0,1
41.644589713,-87.89137589510844,0.1587291776652287,0,1
41.644589713,-87.88970841093976,0.1637008220583759,0,1
41.644589713,-87.88804092677108,0.1686382811445469,0,1
41.644589713,-87.8863734426024,0.1735414873671266,0,1
41.644589713,-87.88470595843373,0.1784103736058315,0,1
41.644589713,-87.88303847426506,0.1832448731865184,0,1
41.644589713,-87.88137099009639,0.188044919877289,0,1
41.644589713,-87.87970350592771,0.1928104478847732,0,1
41.644589713,-87.87803602175903,0.1975413918683873,0,1
41.644589713,-87.87636853759037,0.2022376869372704,0,1
41.644589713,-87.87470105342169,0.2068992686390547,0,1
41.644589713,-87.87303356925301,0.2115260729836426,0,1
41.644589713,-87.87136608508433,0.2161180364250282,0,1
41.644589713,-87.86969860091565,0.2206750958740248,0,1
41.644589713,-87.86803111674699,0.2251971886943635,0,1
41.644589713,-87.86636363257831,0.2296842527075192,0,1
41.644589713,-87.86469614840964,0.2341362261916223,0,1
41.644589713,-87.86302866424096,0.2385530478872966,0,1
41.644589713,-87.8613611800723,0.2429346569930782,0,1
41.644589713,-87.85969369590362,0.247280993164924,0,1
41.644589713,-87.85802621173494,0.2515919965320853,0,1
41.644589713,-87.85635872756626,0.2558676076794834,0,1
41.644589713,-87.85469124339758,0.2601077676629153,0,1
41.644589713,-87.85302375922892,0.2643124180058425,0,1
41.644589713,-87.85135627506024,0.2684815006962142,0,1
41.644589713,-87.84968879089156,0.2726149581975844,0,1
41.644589713,-87.84802130672288,0.2767127334420505,0,1
41.644589713,-87.84635382255422,0.2807747698314228,0,1
41.644589713,-87.84468633838554,0.2848010112472877,0,1
41.644589713,-87.84301885421687,0.2887914020442858,0,1
41.644589713,-87.84135137004819,0.2927458870537666,0,1
41.644589713,-87.83968388587951,0.2966644115833379,0,1
41.644589713,-87.83801640171085,0.3005469214230951,0,1
41.644589713,-87.83634891754217,0.3043933628379653,0,1
41.644589713,-87.83468143337349,0.30820368258038,0,1
41.644589713,-87.83301394920481,0.3119778278837219,0,1
41.644589713,-87.83134646503615,0.3157157464677659,0,1
41.644589713,-87.82967898086747,0.3194173865269075,0,1
41.644589713,-87.82801149669879,0.3230826967538922,0,1
41.644589713,-87.82634401253011,0.3267116263296685,0,1
41.644589713,-87.82467652836145,0.3303041249130342,0,1
41.644589713,-87.82300904419277,0.3338601426621367,0,1
41.644589713,-87.8213415600241,0.3373796302231571,0,1
41.644589713,-87.81967407585542,0.3408625387364889,0,1
41.644589713,-87.81800659168674,0.3443088198318977,0,1
41.644589713,-87.81633910751808,0.3477184256388822,0,1
41.644589713,-87.8146716233494,0.3510913087747764,0,1
41.644589713,-87.81300413918072,0.3544274223635972,0,1
41.644589713,-87.81133665501204,0.3577267200196663,0,1
41.644589713,-87.80966917084338,0.3609891558618779,0,1
41.644589713,-87.8080016866747,0.3642146845027741,0,1
41.644589713,-87.80633420250602,0.3674032610607777,0,1
41.644589713,-87.80466671833734,0.3705548411540788,0,1
41.644589713,-87.80299923416867,0.3736693809062947,0,1
41.644589713,-87.80133175,0.3767468369429793,0,1
41.644589713,-87.79966426583132,0.3797871663936564,0,1
41.644589713,-87.79799678166265,0.3827903269009825,0,1
41.644589713,-87.79632929749397,0.3857562766027391,0,1
41.644589713,-87.7946618133253,0.3886849741571697,0,1
41.644589713,-87.79299432915663,0.3915763787223591,0,1
41.644589713,-87.79132684498795,0.3944304499707178,0,1
41.644589713,-87.78965936081927,0.3972471480882141,0,1
41.644589713,-87.7879918766506,0.4000264337646809,0,1
41.644589713,-87.78632439248193,0.4027682682093572,0,1
41.644589713,-87.78465690831325,0.4054726131415259,0,1
41.644589713,-87.78298942414457,0.4081394307994328,0,1
41.644589713,-87.7813219399759,0.4107686839320593,0,1
41.644589713,-87.77965445580723,0.4133603358081635,0,1
41.644589713,-87.77798697163855,0.4159143502086984,0,1
41.644589713,-87.77631948746988,0.4184306914400283,0,1
41.644589713,-87.7746520033012,0.4209093243221783,0,1
41.644589713,-87.77298451913252,0.4233502141936129,0,1
41.644589713,-87.77131703496386,0.4257533269174411,0,1
41.644589713,-87.76964955079518,0.4281186288766109,0,1
41.644589713,-87.7679820666265,0.4304460869772946,0,1
41.644589713,-87.76631458245782,0.4327356686415366,0,1
41.644589713,-87.76464709828916,0.4349873418269705,0,1
41.644589713,-87.76297961412048,0.4372010750021249,0,1
41.644589713,-87.7613121299518,0.4393768371711714,3,2
41.644589713,-87.75964464578313,0.441514597860246,3,2
41.644589713,-87.75797716161446,0.4436143271221355,3,2
41.644589713,-87.75630967744578,0.4456759955366803,3,2
41.644589713,-87.7546421932771,0.4476995742100323,3,2
41.644589713,-87.75297470910843,0.449685034779245,3,2
41.644589713,-87.75130722493975,0.4516323494094573,3,2
41.644589713,-87.74963974077109,0.4535414907947218,3,2
41.644589713,-87.74797225660241,0.4554124321670109,3,2
41.644589713,-87.74630477243373,0.4572451472753842,3,2
41.644589713,-87.74463728826505,0.4590396104121322,3,2
41.644589713,-87.74296980409639,0.4607957963979508,3,2
41.644589713,-87.74130231992771,0.4625136805880021,3,2
41.644589713,-87.73963483575903,0.4641932388685952,3,2
41.644589713,-87.73796735159036,0.4658344476588628,3,2
41.644589713,-87.73629986742168,0.4674372839189666,3,2
41.644589713,-87.73463238325301,0.4690017251388771,3,2
41.644589713,-87.73296489908434,0.4705277493456466,3,2
41.644589713,-87.73129741491566,0.4720153351023695,3,2
41.644589713,-87.72962993074698,0.4734644615077422,3,2
41.644589713,-87.72796244657832,0.4748751081997811,3,2
41.644589713,-87.72629496240964,0.4762472553531047,3,2
41.644589713,-87.72462747824096,0.4775808836836799,3,2
41.644589713,-87.72295999407228,0.4788759744379437,3,2
41.644589713,-87.7212925099036,0.4801325094095629,3,2
41.644589713,-87.71962502573494,0.4813504709263574,3,2
41.644589713,-87.71795754156626,0.4825298418619941,3,2
41.644589713,-87.71629005739759,0.4836706056247805,3,2
41.644589713,-87.71462257322891,0.4847727461620205,3,2
41.644589713,-87.71295508906024,0.4858362479707088,3,2
41.644589713,-87.71128760489157,0.4868610960814886,3,2
41.644589713,-87.70962012072289,0.4878472760718868,3,2
41.644589713,-87.70795263655421,0.4887947740525019,3,2
41.644589713,-87.70628515238553,0.4897035766911806,3,2
41.644589713,-87.70461766821687,0.4905736711840998,3,2
41.644589713,-87.70295018404819,0.491405045279302,3,2
41.644589713,-87.70128269987951,0.4921976872644213,3,2
41.644589713,-87.69961521571084,0.4929515859712522,3,2
41.644589713,-87.69794773154217,0.4936667307793723,3,2
41.644589713,-87.6962802473735,0.494343111601819,3,2
41.644589713,-87.69461276320482,0.4949807189097557,3,2
41.644589713,-87.69294527903614,0.4955795437070912,3,2
41.644589713,-87.69127779486747,0.4961395775543201,3,2
41.644589713,-87.6896103106988,0.4966608125440957,3,2
41.644589713,-87.68794282653012,0.4971432413216566,3,2
41.644589713,-87.68627534236144,0.4975868570779116,3,2
41.644589713,-87.68460785819276,0.4979916535467991,3,2
41.644589713,-87.6829403740241,0.4983576250072666,3,2
41.644589713,-87.68127288985542,0.4986847662856649,3,2
41.644589713,-87.67960540568674,0.4989730727573465,3,2
41.644589713,-87.67793792151807,0.4992225403390569,3,2
41.644589713,-87.6762704373494,0.4994331654896855,3,2
41.644589713,-87.67460295318072,0.4996049452274478,3,2
41.644589713,-87.67293546901205,0.499737877104789,3,2
41.644589713,-87.67126798484337,0.4998319592257781,3,2
41.644589713,-87.66960050067469,0.4998871902381775,3,2
41.644589713,-87.66793301650603,0.4999035693394505,3,2
41.644589713,-87.66626553233735,0.4998810962702468,3,2
41.644589713,-87.66459804816867,0.4998197713198841,3,2
41.644589713,-87.66293056399999,0.4997195953246008,3,2
41.644589713,-87.66126307983133,0.4995805696627773,3,2
41.644589713,-87.65959559566265,0.4994026962644334,3,2
41.644589713,-87.65792811149397,0.4991859776034171,3,2
41.644589713,-87.6562606273253,0.498930416697345,3,2
41.644589713,-87.65459314315662,0.4986360171145675,3,2
41.644589713,-87.65292565898795,0.4983027829687928,3,2
41.644589713,-87.65125817481928,0.4979307189174493,3,2
41.644589713,-87.6495906906506,0.4975198301648845,3,2
41.644589713,-87.64792320648192,0.4970701224603547,3,2
41.644589713,-87.64625572231326,0.4965816021009243,3,2
41.644589713,-87.64458823814458,0.4960542759294051,3,2
41.644589713,-87.6429207539759,0.4954881513318098,3,2
41.644589713,-87.64125326980722,0.4948832362363031,3,2
41.644589713,-87.63958578563854,0.4942395391233106,3,2
41.644589713,-87.63791830146988,0.4935570690142616,3,2
41.644589713,-87.6362508173012,0.4928358354751661,3,2
41.644589713,-87.63458333313253,0.4920758486164295,3,2
41.644589713,-87.63291584896385,0.4912771190899343,3,2
41.644589713,-87.63124836479518,0.4904396581009435,3,2
41.644589713,-87.6295808806265,0.4895634773862135,3,2
41.644589713,-87.62791339645783,0.4886485892309601,3,2
41.644589713,-87.62624591228915,0.4876950064664573,3,2
41.644589713,-87.62457842812049,0.4867027424646375,3,2
41.644589713,-87.62291094395181,0.4856718111349994,3,2
41.644589713,-87.62124345978313,0.4846022269365055,3,2
41.644589713,-87.61957597561445,0.4834940048664896,3,2
41.644589713,-87.61790849144577,0.482347160462946,3,2
41.644589713,-87.61624100727711,0.4811617098074051,3,2
41.644589713,-87.61457352310843,0.4799376695191155,3,2
41.644589713,-87.61290603893976,0.4786750567577174,3,2
41.644589713,-87.61123855477108,0.4773738892287141,3,2
41.644589713,-87.60957107060241,0.4760341851679288,3,2
41.644589713,-87.60790358643374,0.4746559633581455,3,2
41.644589713,-87.60623610226506,0.4732392431149249,3,2
41.644589713,-87.60456861809638,0.4717840442944973,3,2
41.644589713,-87.6029011339277,0.4702903872914692,3,2
41.644589713,-87.60123364975904,0.4687582930377078,3,2
41.644589713,-87.59956616559036,0.4671877830009991,3,2
41.644589713,-87.59789868142168,0.4655788791851931,3,2
41.644589713,-87.596231197253,0.4639316041261985,3,2
41.644589713,-87.59456371308434,0.4622459809061788,3,2
41.644589713,-87.59289622891566,0.4605220331283834,3,2
41.644589713,-87.59122874474699,0.4587597849383208,3,2
41.644589713,-87.58956126057831,0.4569592610160984,3,2
41.644589713,-87.58789377640963,0.455120486569489,3,2
41.644589713,-87.58622629224097,0.453243487336983,3,2
41.644589713,-87.58455880807229,0.4513282896022892,3,2
41.644589713,-87.58289132390361,0.4493749201636215,3,2
41.644589713,-87.58122383973493,0.4473834063578513,3,2
41.644589713,-87.57955635556627,0.4453537760545027,3,2
41.644589713,-87.57788887139759,0.4432860576452125,3,2
41.644589713,-87.57622138722891,0.4411802800536101,3,2
41.644589713,-87.57455390306023,0.4390364727336662,3,2
41.644589713,-87.57288641889156,0.4368546656622866,3,2
41.644589713,-87.57121893472289,0.4346348893466789,3,2
41.644589713,-87.56955145055421,0.4323771748144715,3,2
41.644589713,-87.56788396638554,0.4300815536258962,3,2
41.644589713,-87.56621648221686,0.4277480578613151,3,2
41.644589713,-87.5645489980482,0.425376720119599,3,2
41.644589713,-87.56288151387952,0.4229675735356091,3,2
41.644589713,-87.56121402971084,0.4205206517532216,3,2
41.644589713,-87.55954654554216,0.4180359889457826,3,2
41.644589713,-87.55787906137348,0.4155136198007018,3,2
41.644589713,-87.55621157720482,0.4129535795305706,3,2
41.644589713,-87.55454409303614,0.4103559038649385,3,2
41.644589713,-87.55287660886746,0.4077206290521907,3,2
41.644589713,-87.55120912469879,0.405047791856401,3,2
41.644589713,-87.54954164053012,0.4023374295570691,3,2
41.644589713,-87.54787415636144,0.3995895799522654,3,2
41.644589713,-87.54620667219277,0.3968042813538196,3,2
41.644589713,-87.54453918802409,0.3939815725828586,3,2
41.644589713,-87.54287170385543,0.391121492983241,3,2
41.644589713,-87.54120421968675,0.3882240823976147,3,2
41.644589713,-87.53953673551807,0.3852893811930847,3,2
41.644589713,-87.53786925134939,0.3823174302357578,3,2
41.644589713,-87.53620176718071,0.3793082709046381,3,2
41.644589713,-87.53453428301205,0.3762619450904835,3,2
41.644589713,-87.53286679884337,0.3731784951859567,3,2
41.644589713,-87.5311993146747,0.3700579640930029,3,2
41.644589713,-87.52953183050602,0.3669003952162203,3,2
41.644589713,-87.52786434633735,0.3637058324694555,3,2
41.644589713,-87.52619686216867,0.3604743202637674,3,2
41.644589713,-87.524529378,0.3572059035137063,3,2
41.64610811273093,-87.939732936,0.0070183054275869,0,1
41.64610811273093,-87.93806545183132,0.0129549363333195,0,1
41.64610811273093,-87.93639796766264,0.0188594966594017,0,1
41.64610811273093,-87.93473048349398,0.024731906727326,0,1
41.64610811273093,-87.9330629993253,0.0305720872564476,0,1
41.64610811273093,-87.93139551515662,0.0363799593577022,0,1
41.64610811273093,-87.92972803098795,0.0421554445313944,0,1
41.64610811273093,-87.92806054681928,0.0478984646893459,0,1
41.64610811273093,-87.9263930626506,0.0536089421273466,0,1
41.64610811273093,-87.92472557848193,0.0592867995503441,0,1
41.64610811273093,-87.92305809431325,0.0649319600654095,0,1
41.64610811273093,-87.92139061014457,0.0705443471835462,0,1
41.64610811273093,-87.9197231259759,0.0761238848214213,0,1
41.64610811273093,-87.91805564180723,0.081670497300949,0,1
41.64610811273093,-87.91638815763855,0.0871841093586666,0,1
41.64610811273093,-87.91472067346987,0.0926646461393525,0,1
41.64610811273093,-87.91305318930121,0.0981120332018901,0,1
41.64610811273093,-87.91138570513253,0.1035261965164697,0,1
41.64610811273093,-87.90971822096385,0.1089070624751142,0,1
41.64610811273093,-87.90805073679518,0.1142545578847781,0,1
41.64610811273093,-87.9063832526265,0.1195686099694143,0,1
41.64610811273093,-87.90471576845783,0.1248491463800265,0,1
41.64610811273093,-87.90304828428916,0.1300960951869245,0,1
41.64610811273093,-87.90138080012048,0.1353093848836611,0,1
41.64610811273093,-87.8997133159518,0.1404889443931269,0,1
41.64610811273093,-87.89804583178314,0.1456347030668034,0,1
41.64610811273093,-87.89637834761446,0.1507465906816985,0,1
41.64610811273093,-87.89471086344578,0.1558245374486358,0,1
41.64610811273093,-87.8930433792771,0.1608684740077342,0,1
41.64610811273093,-87.89137589510844,0.1658783314373694,0,1
41.64610811273093,-87.88970841093976,0.1708540412492622,0,1
41.64610811273093,-87.88804092677108,0.175795535393333,0,1
41.64610811273093,-87.8863734426024,0.1807027462585222,0,1
41.64610811273093,-87.88470595843373,0.1855756066729458,0,1
41.64610811273093,-87.88303847426506,0.1904140499093049,0,1
41.64610811273093,-87.88137099009639,0.1952180096765177,0,1
41.64610811273093,-87.87970350592771,0.1999874201396304,0,1
41.64610811273093,-87.87803602175903,0.2047222159021857,0,1
41.64610811273093,-87.87636853759037,0.2094223320172406,0,1
41.64610811273093,-87.87470105342169,0.2140877039855273,0,1
41.64610811273093,-87.87303356925301,0.2187182677659146,0,1
41.64610811273093,-87.87136608508433,0.2233139597596445,0,1
41.64610811273093,-87.86969860091565,0.2278747168311504,0,1
41.64610811273093,-87.86803111674699,0.2324004762925499,0,1
41.64610811273093,-87.86636363257831,0.2368911759170607,0,1
41.64610811273093,-87.86469614840964,0.2413467539319358,0,1
41.64610811273093,-87.86302866424096,0.2457671490344565,0,1
41.64610811273093,-87.8613611800723,0.2501523003694022,0,1
41.64610811273093,-87.85969369590362,0.2545021475483324,0,1
41.64610811273093,-87.85802621173494,0.2588166306516619,0,1
41.64610811273093,-87.85635872756626,0.2630956902199883,0,1
41.64610811273093,-87.85469124339758,0.2673392672603038,0,1
41.64610811273093,-87.85302375922892,0.2715473032517071,0,1
41.64610811273093,-87.85135627506024,0.2757197401384518,0,1
41.64610811273093,-87.84968879089156,0.2798565203339614,0,1
41.64610811273093,-87.84802130672288,0.2839575867274565,0,1
41.64610811273093,-87.84635382255422,0.2880228826802016,0,1
41.64610811273093,-87.84468633838554,0.2920523520265766,0,1
41.64610811273093,-87.84301885421687,0.2960459390805626,0,1
41.64610811273093,-87.84135137004819,0.3000035886250277,0,1
41.64610811273093,-87.83968388587951,0.3039252459293862,0,1
41.64610811273093,-87.83801640171085,0.3078108567391541,0,1
41.64610811273093,-87.83634891754217,0.3116603672829973,0,1
41.64610811273093,-87.83468143337349,0.3154737242652907,0,1
41.64610811273093,-87.83301394920481,0.3192508748814631,0,1
41.64610811273093,-87.83134646503615,0.3229917668051563,0,1
41.64610811273093,-87.82967898086747,0.3266963482024668,0,1
41.64610811273093,-87.82801149669879,0.3303645677214003,0,1
41.64610811273093,-87.82634401253011,0.3339963744937297,0,1
41.64610811273093,-87.82467652836145,0.3375917181547895,0,1
41.64610811273093,-87.82300904419277,0.3411505488149765,0,1
41.64610811273093,-87.8213415600241,0.3446728170841876,0,1
41.64610811273093,-87.81967407585542,0.34815847406665,0,1
41.64610811273093,-87.81800659168674,0.3516074713533247,0,1
41.64610811273093,-87.81633910751808,0.3550197610365153,0,1
41.64610811273093,-87.8146716233494,0.3583952957006654,0,1
41.64610811273093,-87.81300413918072,0.3617340284320747,0,1
41.64610811273093,-87.81133665501204,0.3650359128090442,0,1
41.64610811273093,-87.80966917084338,0.368300902915978,0,1
41.64610811273093,-87.8080016866747,0.371528953331248,0,1
41.64610811273093,-87.80633420250602,0.3747200191407254,0,1
41.64610811273093,-87.80466671833734,0.3778740559239866,0,1
41.64610811273093,-87.80299923416867,0.3809910197755831,0,1
41.64610811273093,-87.80133175,0.384070867286189,0,1
41.64610811273093,-87.79966426583132,0.3871135555563516,0,1
41.64610811273093,-87.79799678166265,0.3901190421902524,0,1
41.64610811273093,-87.79632929749397,0.3930872853009654,0,1
41.64610811273093,-87.7946618133253,0.3960182435133152,0,1
41.64610811273093,-87.79299432915663,0.3989118759533355,0,1
41.64610811273093,-87.79132684498795,0.4017681422645877,0,1
41.64610811273093,-87.78965936081927,0.4045870025993944,0,1
41.64610811273093,-87.7879918766506,0.4073684176275907,0,1
41.64610811273093,-87.78632439248193,0.4101123485208207,0,1
41.64610811273093,-87.78465690831325,0.4128187569748326,0,1
41.64610811273093,-87.78298942414457,0.4154876051971014,0,1
41.64610811273093,-87.7813219399759,0.4181188559081015,0,1
41.64610811273093,-87.77965445580723,0.4207124723541685,0,1
41.64610811273093,-87.77798697163855,0.423268418286917,0,1
41.64610811273093,-87.77631948746988,0.4257866579843537,0,1
41.64610811273093,-87.7746520033012,0.4282671562411504,0,1
41.64610811273093,-87.77298451913252,0.4307098783767354,0,1
41.64610811273093,-87.77131703496386,0.4331147902210038,0,1
41.64610811273093,-87.76964955079518,0.4354818581372459,0,1
41.64610811273093,-87.7679820666265,0.4378110490085694,0,1
41.64610811273093,-87.76631458245782,0.4401023302304007,0,1
41.64610811273093,-87.76464709828916,0.4423556697356353,3,2
41.64610811273093,-87.76297961412048,0.4445710359767533,3,2
41.64610811273093,-87.7613121299518,0.4467483979326304,3,2
41.64610811273093,-87.75964464578313,0.4488877251037592,3,2
41.64610811273093,-87.75797716161446,0.4509889875265402,3,2
41.64610811273093,-87.75630967744578,0.4530521557581237,3,2
41.64610811273093,-87.7546421932771,0.4550772008849658,3,2
41.64610811273093,-87.75297470910843,0.4570640945244098,3,2
41.64610811273093,-87.75130722493975,0.4590128088201425,3,2
41.64610811273093,-87.74963974077109,0.4609233164509854,3,2
41.64610811273093,-87.74797225660241,0.4627955906251157,3,2
41.64610811273093,-87.74630477243373,0.4646296050765325,3,2
41.64610811273093,-87.74463728826505,0.4664253340829936,3,2
41.64610811273093,-87.74296980409639,0.4681827524424614,3,2
41.64610811273093,-87.74130231992771,0.4699018354937729,3,2
41.64610811273093,-87.73963483575903,0.4715825591103885,3,2
41.64610811273093,-87.73796735159036,0.473224899696234,3,2
41.64610811273093,-87.73629986742168,0.4748288341920553,3,2
41.64610811273093,-87.73463238325301,0.4763943400759657,3,2
41.64610811273093,-87.73296489908434,0.4779213953590102,3,2
41.64610811273093,-87.73129741491566,0.4794099785875823,3,2
41.64610811273093,-87.72962993074698,0.4808600688534491,3,2
41.64610811273093,-87.72796244657832,0.4822716457770858,3,2
41.64610811273093,-87.72629496240964,0.4836446895215454,3,2
41.64610811273093,-87.72462747824096,0.4849791807903431,3,2
41.64610811273093,-87.72295999407228,0.4862751008190584,3,2
41.64610811273093,-87.7212925099036,0.4875324313887957,3,2
41.64610811273093,-87.71962502573494,0.4887511548205,3,2
41.64610811273093,-87.71795754156626,0.4899312539694004,3,2
41.64610811273093,-87.71629005739759,0.4910727122394362,3,2
41.64610811273093,-87.71462257322891,0.4921755135695946,3,2
41.64610811273093,-87.71295508906024,0.493239642445868,3,2
41.64610811273093,-87.71128760489157,0.494265083890742,3,2
41.64610811273093,-87.70962012072289,0.4952518234728083,3,2
41.64610811273093,-87.70795263655421,0.4961998472976002,3,2
41.64610811273093,-87.70628515238553,0.4971091420225759,3,2
41.64610811273093,-87.70461766821687,0.4979796948401538,3,2
41.64610811273093,-87.70295018404819,0.4988114934909324,3,2
41.64610811273093,-87.70128269987951,0.4996045262577431,3,2
41.64610811273093,-87.69961521571084,0.5003587819665397,3,2
41.64610811273093,-87.69794773154217,0.5010742499890749,3,2
41.64610811273093,-87.6962802473735,0.501750920240708,3,2
41.64610811273093,-87.69461276320482,0.5023887831832299,3,2
41.64610811273093,-87.69294527903614,0.5029878298198794,3,2
41.64610811273093,-87.69127779486747,0.503548051703501,3,2
41.64610811273093,-87.6896103106988,0.5040694409298565,3,2
41.64610811273093,-87.68794282653012,0.50455199014258,3,2
41.64610811273093,-87.68627534236144,0.5049956925272249,3,2
41.64610811273093,-87.68460785819276,0.5054005418173422,3,2
41.64610811273093,-87.6829403740241,0.5057665322909803,3,2
41.64610811273093,-87.68127288985542,0.5060936587802151,3,2
41.64610811273093,-87.67960540568674,0.5063819166518528,3,2
41.64610811273093,-87.67793792151807,0.5066313018271378,3,2
41.64610811273093,-87.6762704373494,0.5068418107707703,3,2
41.64610811273093,-87.67460295318072,0.5070134404931947,3,2
41.64610811273093,-87.67293546901205,0.5071461885545907,3,2
41.64610811273093,-87.67126798484337,0.5072400530644374,3,2
41.64610811273093,-87.66960050067469,0.5072950326676062,3,2
41.64610811273093,-87.66793301650603,0.5073111265689267,3,2
41.64610811273093,-87.66626553233735,0.5072883345112686,3,2
41.64610811273093,-87.66459804816867,0.5072266567896718,3,2
41.64610811273093,-87.66293056399999,0.5071260942425818,3,2
41.64610811273093,-87.66126307983133,0.5069866482598795,3,2
41.64610811273093,-87.65959559566265,0.5068083207704459,3,2
41.64610811273093,-87.65792811149397,0.5065911142563733,3,2
41.64610811273093,-87.6562606273253,0.5063350317465148,3,2
41.64610811273093,-87.65459314315662,0.5060400768114701,3,2
41.64610811273093,-87.65292565898795,0.5057062535724514,3,2
